PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS14
4-character ID, P439
Station name, OrcasAirptWA2005
Begin Date, 2005-09-28
End Date, 2018-09-15
Release Date, 2019-04-02
Source file, P439.pbo.igs14.pos
Offset from source file, 14.91 mm North, 5.81 mm East, 8.13 mm Vertical
Reference position, 48.7081927394 North Latitude, -122.909303325 East Longitude, -13.85699 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2015-03-03,-82.80, -89.03, -2.46, 1.81, 1.32, 5.6, suppf,
2015-03-04,-83.22, -89.14, -1.89, 1.77, 1.29, 5.48, suppf,
2015-03-05,-84.55, -89.00, -6.60, 1.87, 1.34, 5.7, suppf,
2015-03-06,-84.35, -88.69, -3.81, 1.87, 1.36, 5.78, suppf,
2015-03-07,-83.27, -89.48, -3.49, 1.85, 1.36, 5.73, suppf,
2015-03-08,-83.77, -89.22, -5.70, 1.77, 1.3, 5.46, suppf,
2015-03-09,-83.72, -89.29, 0.01, 1.84, 1.34, 5.66, suppf,
2015-03-10,-83.36, -88.83, 0.82, 1.81, 1.31, 5.58, suppf,
2015-03-11,-82.54, -89.40, 0.91, 2.06, 1.48, 6.32, suppf,
2015-03-12,-81.75, -88.97, -1.10, 1.9, 1.42, 5.99, suppf,
2015-03-13,-83.30, -88.72, -7.52, 1.88, 1.37, 5.79, suppf,
2015-03-14,-84.33, -89.33, 4.54, 2.11, 1.54, 6.55, suppf,
2015-03-15,-83.13, -90.29, 0.96, 1.83, 1.36, 5.69, suppf,
2015-03-16,-83.53, -89.55, -3.27, 1.75, 1.3, 5.43, suppf,
2015-03-17,-82.33, -88.87, -9.91, 1.84, 1.36, 5.71, suppf,
2015-03-18,-84.18, -89.75, -6.41, 1.85, 1.38, 5.76, suppf,
2015-03-19,-83.51, -90.53, -6.75, 1.9, 1.4, 5.89, suppf,
2015-03-20,-83.65, -89.27, -2.00, 1.95, 1.44, 6.11, suppf,
2015-03-21,-83.58, -89.06, -3.47, 2, 1.47, 6.18, suppf,
2015-03-22,-83.10, -89.74, -8.49, 1.89, 1.41, 5.8, suppf,
2015-03-23,-83.57, -90.08, -1.28, 1.86, 1.38, 5.74, suppf,
2015-03-24,-83.04, -89.51, -0.14, 1.88, 1.39, 5.8, suppf,
2015-03-25,-83.78, -88.28, -1.80, 1.83, 1.35, 5.67, suppf,
2015-03-26,-83.77, -89.20, -3.18, 1.94, 1.42, 6, suppf,
2015-03-27,-83.37, -89.35, -1.50, 1.92, 1.4, 5.89, suppf,
2015-03-28,-82.98, -89.54, 4.46, 2.05, 1.48, 6.31, suppf,
2015-03-29,-83.57, -89.66, 2.22, 1.79, 1.32, 5.55, suppf,
2015-03-30,-82.06, -90.76, 0.95, 1.92, 1.41, 5.99, suppf,
2015-03-31,-82.19, -89.33, -0.38, 2.04, 1.49, 6.36, suppf,
2015-04-01,-83.01, -89.86, 0.01, 1.84, 1.36, 5.71, suppf,
2015-04-02,-83.89, -88.59, -1.44, 1.8, 1.33, 5.56, suppf,
2015-04-03,-83.91, -88.78, -2.86, 1.98, 1.47, 6.14, suppf,
2015-04-04,-84.63, -91.04, 2.59, 1.87, 1.37, 5.77, suppf,
2015-04-05,-83.94, -89.88, 1.12, 1.87, 1.36, 5.74, suppf,
2015-04-06,-84.27, -89.40, 4.45, 1.74, 1.28, 5.38, suppf,
2015-04-07,-84.52, -89.50, 2.22, 1.81, 1.32, 5.55, suppf,
2015-04-08,-84.66, -89.40, -1.36, 1.71, 1.26, 5.27, suppf,
2015-04-09,-83.98, -89.52, 1.75, 1.75, 1.29, 5.42, suppf,
2015-04-10,-84.81, -89.65, 4.75, 1.89, 1.38, 5.83, suppf,
2015-04-11,-84.47, -90.78, 6.80, 2.02, 1.47, 6.21, suppf,
2015-04-12,-83.59, -89.18, 6.63, 1.77, 1.3, 5.48, suppf,
2015-04-13,-84.37, -90.19, 4.62, 1.9, 1.39, 5.89, suppf,
2015-04-14,-83.65, -89.99, -2.23, 1.8, 1.33, 5.54, suppf,
2015-04-15,-83.83, -89.14, -6.53, 1.84, 1.37, 5.73, suppf,
2015-04-16,-84.31, -89.10, -5.01, 1.73, 1.28, 5.37, suppf,
2015-04-17,-84.15, -89.96, -2.91, 1.99, 1.46, 6.22, suppf,
2015-04-18,-84.05, -89.73, -0.78, 1.94, 1.42, 5.99, suppf,
2015-04-19,-84.15, -89.51, -5.57, 1.76, 1.3, 5.48, suppf,
2015-04-20,-83.77, -90.46, 2.36, 1.74, 1.29, 5.42, suppf,
2015-04-21,-83.07, -90.07, 2.70, 1.8, 1.32, 5.55, suppf,
2015-04-22,-83.93, -90.38, 1.11, 2, 1.46, 6.18, suppf,
2015-04-23,-83.16, -89.16, -0.68, 1.91, 1.39, 5.94, suppf,
2015-04-24,-82.36, -89.75, -2.67, 1.86, 1.37, 5.81, suppf,
2015-04-25,-83.42, -90.63, -1.98, 1.82, 1.34, 5.67, suppf,
2015-04-26,-82.93, -91.50, -6.01, 1.72, 1.28, 5.35, suppf,
2015-04-27,-82.71, -90.62, -3.43, 1.86, 1.38, 5.76, suppf,
2015-04-28,-83.04, -89.87, -7.92, 2.05, 1.5, 6.36, suppf,
2015-04-29,-82.21, -88.44, 4.52, 1.93, 1.44, 6.03, suppf,
2015-04-30,-83.05, -91.03, -2.02, 1.84, 1.38, 5.71, suppf,
2015-05-01,-84.01, -90.26, -1.14, 1.86, 1.42, 5.8, suppf,
2015-05-02,-84.24, -90.16, 1.34, 1.82, 1.36, 5.64, suppf,
2015-05-03,-83.70, -90.13, -1.73, 1.74, 1.31, 5.39, suppf,
2015-05-04,-82.62, -90.91, -1.48, 1.88, 1.39, 5.82, suppf,
2015-05-05,-83.10, -90.29, 1.60, 1.91, 1.42, 5.89, suppf,
2015-05-06,-82.54, -90.78, -3.33, 1.74, 1.31, 5.39, suppf,
2015-05-07,-83.36, -90.52, -3.64, 1.75, 1.31, 5.42, suppf,
2015-05-08,-84.19, -90.36, -2.57, 1.75, 1.31, 5.39, suppf,
2015-05-09,-83.69, -90.16, -3.80, 1.7, 1.27, 5.24, suppf,
2015-05-10,-83.69, -89.85, -3.22, 1.8, 1.34, 5.54, suppf,
2015-05-11,-84.22, -90.89, -5.70, 1.84, 1.37, 5.66, suppf,
2015-05-12,-83.16, -90.66, -1.13, 1.95, 1.43, 5.89, suppf,
2015-05-13,-83.47, -90.77, -1.81, 1.84, 1.34, 5.54, suppf,
2015-05-14,-83.40, -90.37, -1.51, 1.78, 1.33, 5.48, suppf,
2015-05-15,-84.29, -89.84, -2.08, 1.91, 1.41, 5.87, suppf,
2015-05-16,-83.87, -90.77, -1.72, 1.76, 1.31, 5.41, suppf,
2015-05-17,-83.42, -90.13, -4.55, 1.75, 1.3, 5.36, suppf,
2015-05-18,-83.53, -90.40, -5.72, 1.79, 1.33, 5.52, suppf,
2015-05-19,-83.39, -90.46, -2.31, 1.79, 1.33, 5.46, suppf,
2015-05-20,-83.22, -91.00, -5.07, 1.81, 1.34, 5.57, suppf,
2015-05-21,-83.45, -90.52, -6.61, 1.82, 1.34, 5.58, suppf,
2015-05-22,-83.47, -91.59, -5.08, 1.82, 1.34, 5.57, suppf,
2015-05-23,-83.55, -91.53, -5.53, 1.8, 1.33, 5.55, suppf,
2015-05-24,-84.16, -91.32, 2.86, 1.81, 1.33, 5.56, suppf,
2015-05-25,-83.95, -91.33, -3.53, 1.84, 1.34, 5.64, suppf,
2015-05-26,-84.85, -91.08, -1.82, 1.75, 1.29, 5.36, suppf,
2015-05-27,-84.21, -91.14, -3.98, 1.8, 1.32, 5.53, suppf,
2015-05-28,-83.98, -90.79, -4.62, 1.8, 1.33, 5.51, suppf,
2015-05-29,-84.26, -90.44, -7.09, 2.07, 1.5, 6.38, suppf,
2015-05-30,-84.25, -92.02, 1.48, 2.21, 1.58, 6.81, suppf,
2015-05-31,-85.13, -90.89, -1.19, 1.92, 1.4, 5.92, suppf,
2015-06-01,-84.83, -92.08, -2.53, 1.86, 1.36, 5.74, suppf,
2015-06-02,-84.12, -90.95, -0.23, 1.77, 1.3, 5.46, suppf,
2015-06-03,-83.58, -91.04, -0.15, 1.73, 1.28, 5.37, suppf,
2015-06-04,-84.62, -90.92, 2.62, 1.72, 1.26, 5.32, suppf,
2015-06-05,-84.06, -90.70, -2.73, 1.73, 1.33, 5.5, suppf,
2015-06-06,-84.54, -91.52, 4.22, 1.72, 1.26, 5.35, suppf,
2015-06-07,-83.99, -91.55, 1.59, 1.93, 1.4, 5.98, suppf,
2015-06-08,-84.09, -92.16, 4.07, 1.76, 1.29, 5.44, suppf,
2015-06-09,-84.21, -92.12, 2.02, 1.78, 1.33, 5.5, suppf,
2015-06-10,-85.10, -92.09, 2.63, 1.8, 1.35, 5.58, suppf,
2015-06-11,-84.54, -91.58, -1.00, 1.92, 1.43, 5.87, suppf,
2015-06-12,-84.88, -91.80, -1.68, 1.77, 1.33, 5.5, suppf,
2015-06-13,-84.72, -91.85, 0.09, 1.69, 1.27, 5.22, suppf,
2015-06-14,-85.00, -91.37, -0.74, 1.85, 1.37, 5.77, suppf,
2015-06-15,-84.88, -91.93, 0.28, 1.76, 1.29, 5.47, suppf,
2015-06-16,-84.48, -91.54, -2.26, 1.91, 1.41, 5.95, suppf,
2015-06-17,-84.88, -91.23, 1.08, 1.76, 1.31, 5.49, suppf,
2015-06-18,-85.73, -90.90, 3.76, 1.75, 1.3, 5.47, suppf,
2015-06-19,-84.87, -91.59, 5.87, 1.88, 1.4, 5.89, suppf,
2015-06-20,-85.63, -91.95, 3.66, 1.8, 1.33, 5.6, suppf,
2015-06-21,-86.04, -91.93, 0.40, 1.69, 1.25, 5.27, suppf,
2015-06-22,-85.88, -92.59, 4.09, 1.96, 1.43, 6.08, suppf,
2015-06-23,-86.60, -92.65, 0.53, 1.98, 1.43, 6.08, suppf,
2015-06-24,-85.95, -91.21, 4.65, 1.87, 1.37, 5.81, suppf,
2015-06-25,-86.36, -91.87, -1.34, 1.81, 1.34, 5.67, suppf,
2015-06-26,-85.85, -90.64, 5.78, 1.78, 1.29, 5.45, suppf,
2015-06-27,-85.89, -90.92, 1.03, 1.86, 1.35, 5.76, suppf,
2015-06-28,-85.74, -91.55, 4.20, 1.93, 1.4, 5.96, suppf,
2015-06-29,-84.85, -92.55, 4.69, 1.91, 1.38, 5.91, suppf,
2015-06-30,-85.29, -91.41, 3.65, 1.88, 1.35, 5.76, suppf,
2015-07-01,-85.95, -91.11, 4.68, 1.74, 1.27, 5.35, suppf,
2015-07-02,-85.94, -90.78, 6.47, 1.71, 1.24, 5.25, suppf,
2015-07-03,-85.76, -90.32, 2.24, 1.91, 1.39, 5.91, suppf,
2015-07-04,-85.34, -92.25, 5.51, 2, 1.45, 6.17, suppf,
2015-07-05,-85.44, -91.21, 5.13, 1.88, 1.36, 5.8, suppf,
2015-07-06,-86.56, -90.40, 4.22, 2.01, 1.45, 6.21, suppf,
2015-07-07,-85.67, -91.92, 5.35, 1.79, 1.3, 5.53, suppf,
2015-07-08,-85.39, -91.55, 9.13, 1.79, 1.3, 5.51, suppf,
2015-07-09,-86.34, -91.42, 13.65, 1.73, 1.26, 5.33, suppf,
2015-07-10,-86.53, -91.95, 8.59, 1.98, 1.44, 6.12, suppf,
2015-07-11,-86.36, -91.61, 11.74, 1.78, 1.3, 5.5, suppf,
2015-07-12,-86.03, -92.04, 7.80, 1.71, 1.24, 5.28, suppf,
2015-07-13,-86.28, -92.47, 8.68, 2.01, 1.44, 6.22, suppf,
2015-07-14,-85.74, -91.27, 6.43, 1.71, 1.23, 5.26, suppf,
2015-07-15,-85.80, -91.72, 8.16, 1.9, 1.37, 5.88, suppf,
2015-07-16,-85.98, -91.23, 8.82, 1.93, 1.4, 6.02, suppf,
2015-07-17,-87.19, -91.64, 5.86, 1.91, 1.39, 5.99, suppf,
2015-07-18,-86.31, -91.63, 6.48, 1.7, 1.24, 5.3, suppf,
2015-07-19,-85.88, -92.41, 6.78, 1.75, 1.27, 5.44, suppf,
2015-07-20,-85.09, -92.49, 5.91, 1.94, 1.4, 6.04, suppf,
2015-07-21,-86.70, -91.27, 4.83, 1.99, 1.44, 6.21, suppf,
2015-07-22,-86.61, -92.02, 12.55, 1.68, 1.23, 5.25, suppf,
2015-07-23,-86.43, -91.87, 9.60, 1.74, 1.28, 5.43, suppf,
2015-07-24,-86.67, -91.92, 8.18, 1.94, 1.41, 6.08, suppf,
2015-07-25,-86.16, -92.03, 10.42, 1.99, 1.45, 6.2, suppf,
2015-07-26,-85.19, -91.84, 7.81, 1.72, 1.26, 5.38, suppf,
2015-07-27,-86.37, -91.69, 6.31, 1.78, 1.3, 5.55, suppf,
2015-07-28,-86.56, -91.20, 4.53, 1.84, 1.33, 5.76, suppf,
2015-07-29,-85.19, -91.31, 4.14, 1.76, 1.28, 5.53, suppf,
2015-07-30,-85.94, -91.75, 8.84, 1.76, 1.28, 5.49, suppf,
2015-07-31,-85.52, -91.77, 7.81, 1.78, 1.32, 5.61, suppf,
2015-08-01,-86.51, -90.71, 6.20, 1.79, 1.31, 5.56, suppf,
2015-08-02,-87.55, -91.61, 7.33, 1.92, 1.42, 6.01, suppf,
2015-08-03,-86.72, -91.64, 6.61, 1.99, 1.47, 6.26, suppf,
2015-08-04,-86.33, -91.16, 5.94, 2.07, 1.52, 6.5, suppf,
2015-08-05,-85.42, -91.78, 5.79, 2.19, 1.59, 6.84, suppf,
2015-08-06,-86.39, -92.49, 8.62, 1.73, 1.29, 5.42, suppf,
2015-08-07,-87.76, -92.19, 8.49, 2.15, 1.57, 6.75, suppf,
2015-08-08,-88.33, -91.31, 12.37, 1.98, 1.46, 6.21, suppf,
2015-08-09,-85.53, -91.47, 15.53, 2.23, 1.65, 7.02, suppf,
2015-08-10,-87.36, -91.47, 14.41, 2.02, 1.48, 6.3, suppf,
2015-08-11,-85.64, -90.72, 14.27, 1.9, 1.4, 5.93, suppf,
2015-08-12,-86.83, -90.83, 14.08, 1.83, 1.35, 5.71, suppf,
2015-08-13,-87.04, -92.47, 9.23, 1.97, 1.43, 6.1, suppf,
2015-08-14,-86.86, -91.88, 15.73, 2.03, 1.48, 6.3, suppf,
2015-08-15,-86.91, -91.99, 12.81, 2.12, 1.54, 6.59, suppf,
2015-08-16,-87.07, -91.58, 9.55, 1.78, 1.3, 5.51, suppf,
2015-08-17,-86.42, -91.75, 9.93, 1.84, 1.34, 5.71, suppf,
2015-08-18,-87.78, -91.76, 8.26, 1.71, 1.26, 5.31, suppf,
2015-08-19,-89.11, -92.88, 13.54, 1.95, 1.43, 6.06, suppf,
2015-08-20,-88.60, -93.02, 12.18, 2.11, 1.53, 6.53, suppf,
2015-08-21,-87.07, -92.63, 16.98, 1.84, 1.35, 5.72, suppf,
2015-08-22,-86.39, -92.79, 8.29, 1.72, 1.27, 5.36, suppf,
2015-08-23,-86.88, -92.49, 8.86, 1.92, 1.4, 5.97, suppf,
2015-08-24,-87.76, -92.84, 12.63, 1.92, 1.41, 5.99, suppf,
2015-08-25,-87.13, -91.74, 4.97, 1.87, 1.37, 5.82, suppf,
2015-08-26,-86.54, -92.23, 6.00, 1.75, 1.28, 5.46, suppf,
2015-08-27,-87.75, -91.93, 14.33, 1.84, 1.34, 5.74, suppf,
2015-08-28,-87.65, -91.69, 10.81, 2.03, 1.47, 6.33, suppf,
2015-08-29,-87.73, -92.61, 14.09, 2.15, 1.57, 6.74, suppf,
2015-08-30,-87.23, -92.61, 14.34, 2.08, 1.52, 6.51, suppf,
2015-08-31,-87.90, -91.44, 16.38, 1.87, 1.39, 5.85, suppf,
2015-09-01,-87.78, -91.83, 14.40, 2.11, 1.54, 6.56, suppf,
2015-09-02,-86.48, -93.61, 6.12, 2.29, 1.68, 7.14, suppf,
2015-09-03,-86.13, -92.53, 10.67, 1.9, 1.43, 5.96, suppf,
2015-09-04,-86.63, -92.06, 7.47, 1.77, 1.35, 5.57, suppf,
2015-09-05,-87.34, -92.33, 12.22, 1.75, 1.33, 5.48, suppf,
2015-09-06,-87.75, -92.58, 13.61, 1.97, 1.47, 6.17, suppf,
2015-09-07,-86.62, -92.75, 4.45, 1.8, 1.37, 5.69, suppf,
2015-09-08,-87.15, -93.14, 7.41, 1.91, 1.44, 6.01, suppf,
2015-09-09,-87.44, -91.35, 7.93, 1.8, 1.37, 5.7, suppf,
2015-09-10,-87.97, -92.06, 8.04, 1.77, 1.35, 5.61, suppf,
2015-09-11,-88.00, -92.70, 6.93, 1.81, 1.39, 5.8, suppf,
2015-09-12,-88.42, -93.52, 5.17, 1.89, 1.42, 5.95, suppf,
2015-09-13,-86.80, -93.17, 6.93, 1.84, 1.38, 5.78, suppf,
2015-09-14,-87.12, -92.51, 7.27, 1.74, 1.32, 5.47, suppf,
2015-09-15,-87.62, -92.79, 13.57, 1.87, 1.41, 5.91, suppf,
2015-09-16,-87.47, -94.16, 12.02, 1.72, 1.31, 5.35, suppf,
2015-09-17,-88.19, -93.39, 12.97, 1.71, 1.29, 5.36, suppf,
2015-09-18,-87.14, -93.09, 9.82, 1.8, 1.35, 5.62, suppf,
2015-09-19,-87.16, -92.86, 12.94, 1.79, 1.34, 5.6, suppf,
2015-09-20,-86.71, -93.37, 4.61, 2.25, 1.65, 7.05, suppf,
2015-09-21,-87.53, -92.28, 6.39, 1.99, 1.49, 6.22, suppf,
2015-09-22,-88.26, -92.66, 3.68, 1.71, 1.3, 5.36, suppf,
2015-09-23,-88.07, -92.62, 8.38, 1.74, 1.31, 5.43, suppf,
2015-09-24,-86.88, -92.45, 4.16, 1.91, 1.43, 5.96, suppf,
2015-09-25,-87.10, -93.00, 5.50, 1.75, 1.32, 5.48, suppf,
2015-09-26,-86.63, -92.67, 7.06, 1.99, 1.49, 6.24, suppf,
2015-09-27,-88.30, -92.73, 8.47, 1.72, 1.3, 5.37, suppf,
2015-09-28,-88.48, -92.33, 7.01, 1.69, 1.26, 5.25, suppf,
2015-09-29,-87.60, -92.20, 9.89, 1.7, 1.28, 5.31, suppf,
2015-09-30,-88.39, -92.48, 7.21, 1.8, 1.35, 5.63, suppf,
2015-10-01,-87.91, -92.77, 0.93, 1.65, 1.25, 5.16, suppf,
2015-10-02,-86.73, -92.81, 2.69, 1.76, 1.33, 5.52, suppf,
2015-10-03,-88.32, -91.96, 3.12, 1.95, 1.45, 6.08, suppf,
2015-10-04,-87.98, -92.75, 10.24, 1.62, 1.22, 5.06, suppf,
2015-10-05,-88.14, -92.64, 7.50, 1.6, 1.2, 5, suppf,
2015-10-06,-88.38, -93.08, 5.34, 1.78, 1.34, 5.59, suppf,
2015-10-07,-87.63, -92.51, 7.52, 1.75, 1.32, 5.52, suppf,
2015-10-08,-89.10, -92.54, 9.01, 1.91, 1.41, 6, suppf,
2015-10-09,-91.00, -94.90, 15.52, 2.35, 1.69, 7.36, suppf,
2015-10-10,-89.49, -93.68, 19.54, 2.15, 1.56, 6.74, suppf,
2015-10-11,-88.79, -92.73, 9.03, 2.04, 1.53, 6.4, suppf,
2015-10-12,-87.48, -93.24, 8.58, 1.97, 1.46, 6.18, suppf,
2015-10-13,-87.77, -92.58, 7.98, 1.66, 1.28, 5.2, suppf,
2015-10-14,-88.40, -92.48, 2.84, 1.6, 1.25, 5.05, suppf,
2015-10-15,-88.95, -93.29, 5.37, 1.64, 1.27, 5.14, suppf,
2015-10-16,-88.03, -92.67, 6.44, 1.68, 1.29, 5.26, suppf,
2015-10-17,-88.47, -93.02, 12.19, 1.76, 1.35, 5.55, suppf,
2015-10-18,-87.76, -93.37, 9.97, 1.78, 1.34, 5.52, suppf,
2015-10-19,-87.72, -92.50, 9.40, 2.02, 1.53, 6.39, suppf,
2015-10-20,-88.89, -92.16, 8.33, 1.83, 1.44, 5.88, suppf,
2015-10-21,-88.88, -92.76, 1.23, 2, 1.51, 6.28, suppf,
2015-10-22,-88.77, -92.70, 4.99, 1.69, 1.32, 5.3, suppf,
2015-10-23,-88.81, -92.56, 0.21, 1.69, 1.32, 5.33, suppf,
2015-10-24,-88.25, -92.68, 5.08, 1.79, 1.4, 5.61, suppf,
2015-10-25,-89.31, -93.14, 4.13, 1.96, 1.51, 6.19, suppf,
2015-10-26,-87.80, -92.76, 4.64, 2, 1.53, 6.31, suppf,
2015-10-27,-88.45, -92.24, 7.16, 1.69, 1.31, 5.3, suppf,
2015-10-28,-88.54, -92.85, 11.42, 2.04, 1.54, 6.39, suppf,
2015-10-29,-85.90, -91.84, 10.48, 2.02, 1.53, 6.34, suppf,
2015-10-30,-86.80, -93.03, 16.81, 1.93, 1.48, 6.14, suppf,
2015-10-31,-87.94, -94.01, 19.33, 2.22, 1.66, 7.06, suppf,
2015-11-01,-88.23, -93.19, 5.66, 2.14, 1.61, 6.74, suppf,
2015-11-02,-88.07, -93.58, 5.61, 1.8, 1.39, 5.65, suppf,
2015-11-03,-88.87, -92.95, 3.84, 1.76, 1.35, 5.53, suppf,
2015-11-04,-88.82, -92.75, 3.85, 1.74, 1.34, 5.48, suppf,
2015-11-05,-88.57, -92.58, 5.88, 1.78, 1.37, 5.56, suppf,
2015-11-06,-88.66, -92.53, 2.04, 1.76, 1.36, 5.51, suppf,
2015-11-07,-90.15, -92.56, 10.92, 2.07, 1.56, 6.49, suppf,
2015-11-08,-88.95, -93.01, 6.80, 1.79, 1.37, 5.61, suppf,
2015-11-09,-88.45, -93.03, 7.25, 1.73, 1.34, 5.37, suppf,
2015-11-10,-89.09, -92.22, 0.74, 1.72, 1.32, 5.36, suppf,
2015-11-11,-89.19, -92.03, 9.99, 1.99, 1.52, 6.25, suppf,
2015-11-12,-89.44, -92.52, 5.20, 1.84, 1.4, 5.75, suppf,
2015-11-13,-89.99, -94.33, 9.42, 2.03, 1.52, 6.39, suppf,
2015-11-14,-88.70, -93.35, 4.37, 1.85, 1.39, 5.75, suppf,
2015-11-15,-88.68, -92.68, 9.54, 1.81, 1.37, 5.64, suppf,
2015-11-16,-89.80, -92.62, 4.98, 1.86, 1.4, 5.82, suppf,
2015-11-17,-89.03, -93.33, 9.69, 1.95, 1.45, 6.06, suppf,
2015-11-18,-89.56, -93.36, 7.84, 1.84, 1.38, 5.75, suppf,
2015-11-19,-89.26, -93.41, 4.07, 1.82, 1.37, 5.69, suppf,
2015-11-20,-88.33, -92.88, -2.57, 1.78, 1.34, 5.51, suppf,
2015-11-21,-88.82, -92.44, -5.37, 1.75, 1.32, 5.49, suppf,
2015-11-22,-90.10, -92.36, 2.23, 1.82, 1.37, 5.7, suppf,
2015-11-23,-89.57, -92.32, 6.80, 1.81, 1.35, 5.64, suppf,
2015-11-24,-89.15, -93.48, 7.94, 1.78, 1.33, 5.5, suppf,
2015-11-25,-90.05, -92.26, -1.25, 1.77, 1.33, 5.54, suppf,
2015-11-26,-89.48, -92.66, 0.21, 1.75, 1.31, 5.44, suppf,
2015-11-27,-88.24, -92.48, -1.82, 1.73, 1.3, 5.39, suppf,
2015-11-28,-88.64, -92.45, 1.03, 1.75, 1.31, 5.45, suppf,
2015-11-29,-89.06, -92.50, -0.11, 1.72, 1.28, 5.31, suppf,
2015-11-30,-90.24, -93.63, 4.13, 1.91, 1.41, 5.94, suppf,
2015-12-01,-88.04, -94.87, 3.17, 2, 1.47, 6.21, suppf,
2015-12-02,-90.04, -94.38, 5.06, 1.88, 1.39, 5.81, suppf,
2015-12-03,-90.13, -90.45, -3.30, 1.98, 1.46, 6.18, suppf,
2015-12-04,-88.33, -93.16, 7.42, 2.01, 1.47, 6.23, suppf,
2015-12-05,-91.58, -92.56, 5.04, 1.88, 1.38, 5.8, suppf,
2015-12-06,-92.40, -93.21, 4.18, 1.96, 1.45, 6.06, suppf,
2015-12-07,-89.52, -93.57, 4.19, 2.06, 1.51, 6.43, suppf,
2015-12-08,-89.35, -94.83, 9.23, 2.08, 1.52, 6.51, suppf,
2015-12-09,-88.56, -94.49, 7.44, 2.1, 1.51, 6.46, suppf,
2015-12-10,-88.67, -93.31, 3.53, 2.02, 1.48, 6.32, suppf,
2015-12-11,-88.85, -94.89, 8.89, 2.08, 1.5, 6.42, suppf,
2015-12-12,-89.97, -93.12, -1.06, 1.9, 1.37, 5.84, suppf,
2015-12-13,-89.14, -94.08, 1.44, 1.95, 1.42, 6, suppf,
2015-12-14,-89.44, -93.36, 5.90, 1.83, 1.32, 5.61, suppf,
2015-12-15,-89.70, -93.44, -6.38, 1.85, 1.33, 5.67, suppf,
2015-12-16,-90.00, -93.26, -1.44, 1.86, 1.37, 5.74, suppf,
2015-12-17,-89.01, -94.19, 2.58, 1.9, 1.38, 5.88, suppf,
2015-12-18,-89.28, -95.80, 2.05, 2.02, 1.45, 6.19, suppf,
2015-12-19,-88.47, -94.70, 3.24, 1.87, 1.36, 5.73, suppf,
2015-12-20,-90.09, -93.12, 6.09, 1.92, 1.39, 5.91, suppf,
2015-12-21,-88.86, -94.34, 5.52, 1.82, 1.33, 5.57, suppf,
2015-12-22,-88.83, -94.76, 11.03, 1.81, 1.31, 5.52, suppf,
2015-12-23,-89.46, -94.15, 9.94, 1.93, 1.38, 5.83, suppf,
2015-12-24,-88.78, -94.47, 7.69, 1.85, 1.34, 5.64, suppf,
2015-12-25,-88.34, -94.26, -2.29, 1.79, 1.3, 5.5, suppf,
2015-12-26,-88.59, -94.53, -4.26, 1.84, 1.33, 5.65, suppf,
2015-12-27,-88.32, -94.71, -6.59, 1.86, 1.33, 5.68, suppf,
2015-12-28,-89.49, -94.68, -4.73, 1.79, 1.3, 5.46, suppf,
2015-12-29,-89.65, -96.39, -2.29, 1.77, 1.27, 5.37, suppf,
2015-12-30,-89.85, -96.50, -3.28, 1.78, 1.28, 5.43, suppf,
2015-12-31,-89.84, -96.82, -1.81, 1.75, 1.27, 5.35, suppf,
2016-01-01,-89.63, -97.34, -5.07, 1.7, 1.23, 5.19, suppf,
2016-01-02,-90.55, -97.86, -4.72, 1.76, 1.29, 5.39, suppf,
2016-01-03,-90.57, -98.90, -8.11, 1.79, 1.3, 5.45, suppf,
2016-01-04,-92.21, -99.34, 1.86, 1.79, 1.3, 5.45, suppf,
2016-01-05,-91.02, -99.57, 2.24, 1.82, 1.32, 5.56, suppf,
2016-01-06,-92.85, -100.10, 3.53, 1.78, 1.3, 5.43, suppf,
2016-01-07,-91.46, -98.97, -5.33, 1.82, 1.33, 5.59, suppf,
2016-01-08,-92.13, -98.91, -4.41, 1.77, 1.3, 5.43, suppf,
2016-01-09,-92.23, -99.11, -4.72, 1.79, 1.31, 5.47, suppf,
2016-01-10,-91.28, -99.21, -6.70, 1.78, 1.3, 5.43, suppf,
2016-01-11,-91.31, -99.48, -5.70, 1.85, 1.34, 5.64, suppf,
2016-01-12,-92.78, -99.04, -4.51, 1.86, 1.35, 5.68, suppf,
2016-01-13,-92.95, -99.72, 0.04, 1.93, 1.4, 5.88, suppf,
2016-01-14,-92.02, -99.58, -2.64, 1.83, 1.32, 5.55, suppf,
2016-01-15,-91.90, -100.22, -8.40, 1.83, 1.32, 5.53, suppf,
2016-01-16,-92.38, -99.84, -4.29, 1.87, 1.36, 5.72, suppf,
2016-01-17,-93.34, -98.64, -5.68, 2.04, 1.47, 6.24, suppf,
2016-01-18,-91.92, -100.16, -1.50, 1.97, 1.42, 6.03, suppf,
2016-01-19,-91.40, -98.74, -5.96, 1.88, 1.36, 5.74, suppf,
2016-01-20,-93.26, -99.20, -3.39, 1.79, 1.3, 5.46, suppf,
2016-01-21,-93.72, -98.55, -3.83, 1.91, 1.38, 5.83, suppf,
2016-01-22,-92.73, -99.42, -1.63, 1.96, 1.42, 5.99, suppf,
2016-01-23,-92.96, -99.91, 0.57, 1.89, 1.37, 5.77, suppf,
